contig,bplen,gc_content,coding_density,checkv_quality,checkv_completeness,checkv_contamination,description,taxonomy
MT415062.1,13653,49.31,2.55,High-quality,90.83,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Arteriviridae
FJ670570.2,7118,50.89,9.48,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae
DQ473507.1,7143,38.86,90.8,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae
AY169811.1,9072,42.07,7.11,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae
BK014138.1,4393,46.96,42.54,High-quality,99.57,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
KR997909.1,3939,50.06,98.93,Low-quality,16.82,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
KR997912.1,2278,48.73,96.66,Low-quality,9.72,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
KR997913.1,2135,49.84,96.25,Low-quality,9.1,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
KR997914.1,1996,49.85,93.94,Low-quality,8.52,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
KR997915.1,1646,49.33,52.86,Low-quality,6.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
KR997916.1,1325,52.75,95.32,Low-quality,5.65,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
KR997917.1,1160,50.78,93.88,Low-quality,4.95,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
KR997918.1,1161,51.34,94.06,Low-quality,4.95,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
KR997911.1,3829,48.89,98.96,Low-quality,16.35,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
KR997910.1,3907,49.07,98.98,Low-quality,16.68,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
KC292054.1,11649,38.95,7.08,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae
LN846579.1,2280,44.47,99.87,Low-quality,16.87,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae
LN846580.1,2274,42.0,99.87,Low-quality,16.72,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae
LN846581.1,2151,43.79,99.86,Low-quality,15.92,0.0,unknown,unknown
LN846582.1,1701,40.74,99.82,Low-quality,12.59,0.0,unknown,unknown
LN846583.1,1497,45.62,99.8,Low-quality,11.08,0.0,unknown,unknown
LN846584.1,1410,42.06,99.79,Low-quality,10.44,0.0,unknown,unknown
BK059263.1,7112,23.13,97.23,Low-quality,45.37,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Peribunyaviridae
BK059264.1,2177,22.97,89.3,Low-quality,13.75,0.0,unknown,unknown
BK059265.1,1447,27.09,59.92,Low-quality,9.21,0.0,unknown,unknown
BK059266.1,1739,23.12,63.66,Low-quality,11.05,0.0,unknown,unknown
KJ950934.1,10023,61.46,99.97,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae
AB158522.1,1867,45.53,77.77,Low-quality,16.91,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
OK128340.1,7173,38.6,90.05,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae
AM039800.1,9656,42.8,97.06,High-quality,98.73,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
KC292353.1,6368,48.46,98.41,Medium-quality,55.33,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
KC292304.1,3378,49.11,95.83,Low-quality,29.35,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
KC292277.1,1744,49.37,44.55,Low-quality,15.13,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
HG008921.2,7315,42.28,5.7,High-quality,91.67,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae
JQ004970.1,3302,33.8,98.85,Low-quality,18.32,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ004971.1,2687,34.31,98.81,Low-quality,15.12,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ004972.1,2591,30.37,98.53,Low-quality,14.32,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ004973.1,2362,37.3,98.94,Low-quality,12.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ004976.1,1586,32.72,92.88,Low-quality,9.23,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ004974.1,1356,38.5,89.38,Low-quality,7.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ004978.1,1070,33.83,90.0,Low-quality,6.26,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ004977.1,1059,34.84,94.05,Low-quality,6.21,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ004975.1,1062,37.01,92.09,Low-quality,6.23,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KX884007.1,5197,53.88,24.07,High-quality,100.0,0.0,unknown,Viruses;Riboviria
JF790315.1,3269,31.29,99.85,Low-quality,18.15,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF790319.1,2697,31.81,99.44,Low-quality,15.2,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF790318.1,2530,28.85,99.13,Low-quality,13.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF790317.1,2333,31.33,99.66,Low-quality,12.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF790320.1,1512,29.3,96.43,Low-quality,8.86,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF790314.1,1320,36.14,90.45,Low-quality,7.64,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF790313.1,1015,31.23,93.1,Low-quality,5.95,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF790310.1,1010,31.68,96.53,Low-quality,5.93,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF790316.1,1029,34.01,95.04,Low-quality,6.04,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC386076.1,3300,31.82,98.91,Low-quality,18.31,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC386077.1,2670,33.26,98.88,Low-quality,15.01,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC386078.1,2586,30.43,98.72,Low-quality,14.29,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC386079.1,2359,31.92,98.94,Low-quality,12.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC386082.1,1566,28.1,95.02,Low-quality,9.14,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC386080.1,1353,37.62,88.03,Low-quality,7.82,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC386084.1,1064,31.58,90.51,Low-quality,6.22,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC386083.1,1049,35.37,94.09,Low-quality,6.15,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC386081.1,1062,34.18,84.18,Low-quality,6.23,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC010952.1,2462,44.8,92.12,Medium-quality,51.11,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Partitiviridae
LC010953.1,2499,48.5,87.52,Medium-quality,50.27,0.0,unknown,unknown
KX882791.1,3164,51.45,38.87,High-quality,94.97,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae
KC579586.1,3269,31.08,99.85,Low-quality,18.15,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC579587.1,2695,31.69,99.52,Low-quality,15.19,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC579588.1,2530,28.58,99.13,Low-quality,13.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC579589.1,2330,32.1,99.79,Low-quality,12.83,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC579581.1,1519,29.62,95.98,Low-quality,8.92,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC579590.1,1320,36.14,90.45,Low-quality,7.64,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC579583.1,1016,30.91,93.01,Low-quality,5.96,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC579582.1,1003,32.7,96.31,Low-quality,5.89,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC579591.1,1023,31.57,87.1,Low-quality,6.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ926528.1,1461,29.64,99.79,Low-quality,8.58,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ926455.1,1069,35.36,99.91,Low-quality,6.17,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
AY303787.1,7935,47.78,89.11,Medium-quality,66.91,0.0,Raspberry ringspot virus segment RNA1 complete sequence,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae
AY303788.1,3914,46.73,79.64,Low-quality,33.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae
ON330461.1,20386,36.45,1.04,Medium-quality,68.19,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tobaniviridae
D26017.1,6366,50.63,11.4,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae
JF729471.1,6506,44.68,5.49,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae
KJ679438.1,9910,35.35,89.76,High-quality,99.06,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Iflaviridae
KU315177.1,5813,50.66,22.29,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae
KM507061.1,8255,40.86,5.27,High-quality,100.0,0.0,"Caucasus prunus virus isolate Aze204, complete genome",Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae
MT027062.1,29882,38.0,4.21,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae
KR705432.1,3264,32.66,100.0,Low-quality,18.11,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KR705433.1,2637,32.57,100.0,Low-quality,14.83,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KR705434.1,2505,30.58,100.0,Low-quality,13.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KR705435.1,2325,31.74,100.0,Low-quality,12.8,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KR705427.1,1458,26.61,100.0,Low-quality,8.5,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KR705436.1,1191,36.86,100.0,Low-quality,6.88,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JN400607.1,7509,49.37,10.71,High-quality,99.32,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
AF028024.1,3646,41.09,95.04,Low-quality,30.73,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Hantaviridae
AF482715.1,1919,42.05,10.63,Low-quality,16.18,0.0,unknown,unknown
KM272174.1,6945,35.32,98.19,Medium-quality,55.71,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Peribunyaviridae
KM272175.1,5002,35.55,95.48,Low-quality,38.37,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Peribunyaviridae
FM200426.2,6704,54.65,3.22,Not-determined,unknown,0.0,unknown,unknown
AF502399.1,12332,45.17,94.7,High-quality,99.59,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae
KT918754.1,3272,30.78,99.76,Low-quality,18.16,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT918755.1,2701,31.36,99.52,Low-quality,15.22,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT918756.1,2530,28.46,99.13,Low-quality,13.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT918757.1,2332,31.73,99.7,Low-quality,12.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT918749.1,1519,30.68,95.98,Low-quality,8.93,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT918758.1,1325,35.4,90.34,Low-quality,7.67,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT918751.1,1020,31.27,92.94,Low-quality,5.98,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT918750.1,1003,31.9,96.31,Low-quality,5.89,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT918759.1,1015,33.0,87.78,Low-quality,5.95,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
MT134270.1,3131,49.28,13.41,High-quality,97.41,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae
KF711885.1,6368,48.29,98.41,Medium-quality,55.33,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
KF711922.1,3378,49.2,95.83,Low-quality,29.35,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
KF711895.1,1744,49.43,44.55,Low-quality,15.13,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
JX462474.1,1010,49.5,99.8,Not-determined,unknown,0.0,unknown,unknown
JX462462.1,1176,47.45,100.0,Not-determined,unknown,0.0,unknown,unknown
JF490468.1,3269,31.02,99.85,Low-quality,18.15,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF490478.1,2686,31.35,99.4,Low-quality,15.14,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF490477.1,2530,28.93,99.13,Low-quality,13.98,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF490476.1,2335,31.35,99.57,Low-quality,12.85,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF490470.1,1478,29.16,98.65,Low-quality,8.68,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF490475.1,1320,36.21,90.45,Low-quality,7.64,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF490474.1,1015,30.94,93.1,Low-quality,5.95,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF490469.1,1019,32.48,95.68,Low-quality,5.98,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JF490473.1,1011,31.85,96.74,Low-quality,5.93,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
L16239.1,3671,39.77,81.48,Low-quality,37.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae
AY572034.1,29540,40.84,4.29,High-quality,99.11,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae
JQ911595.1,7511,49.45,10.74,High-quality,99.35,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
BK013758.1,3679,48.98,46.56,High-quality,97.52,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
ON240065.1,8696,40.83,6.73,Medium-quality,52.3,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
ON240066.1,7864,38.7,2.63,Low-quality,46.66,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Closteroviridae
JX027714.1,3269,30.93,99.85,Low-quality,18.15,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027724.1,2685,31.36,99.44,Low-quality,15.13,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027723.1,2530,28.85,99.13,Low-quality,13.98,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027722.1,2335,31.48,99.57,Low-quality,12.85,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027721.1,1513,29.48,96.36,Low-quality,8.89,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027720.1,1320,36.36,90.45,Low-quality,7.64,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027719.1,1015,31.03,93.1,Low-quality,5.95,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027715.1,1019,32.68,95.68,Low-quality,5.98,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027718.1,1011,32.05,96.74,Low-quality,5.93,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KM026595.1,1460,28.7,99.86,Low-quality,8.55,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KM027171.2,1069,35.36,99.91,Low-quality,6.17,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC796080.1,10465,61.16,97.38,High-quality,100.0,0.0,"Bat pegivirus F isolate PDB-1698 polyprotein gene, complete cds",Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae
AB975665.1,3252,31.77,100.0,Low-quality,18.04,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
AB975715.1,2577,32.52,100.0,Low-quality,14.49,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
AB975765.1,2487,30.24,99.88,Low-quality,13.72,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
AB975564.1,2313,31.3,99.87,Low-quality,12.73,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
AB975815.1,1437,26.58,99.79,Low-quality,8.39,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
AB975615.1,1235,37.25,93.28,Low-quality,7.14,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
ON125142.1,4321,63.02,26.31,Medium-quality,88.56,0.0,unknown,Viruses;Riboviria
KX883427.1,9953,45.79,18.87,High-quality,100.0,0.0,"Beihai picorna-like virus 83 strain BHWZXX15514 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds",Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
OM030331.1,19114,35.76,34.18,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Paramyxoviridae
BK014119.1,3453,53.34,47.44,Medium-quality,80.48,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
AJ131567.1,3182,48.52,6.03,High-quality,99.25,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae
KX883776.1,13693,35.22,99.88,High-quality,100.0,0.0,"Hubei endorna-like virus 1 strain QCM148882 hypothetical protein gene, complete cds",Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae
KT124786.1,8659,40.89,7.34,High-quality,95.95,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae
MW310348.1,7337,49.56,33.81,High-quality,95.4,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae
KC175247.1,3257,32.91,99.94,Low-quality,18.07,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175248.1,2663,35.11,99.14,Low-quality,14.97,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175249.1,2529,31.36,99.17,Low-quality,13.97,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175250.1,2322,36.69,99.74,Low-quality,12.78,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175242.1,1510,29.93,96.95,Low-quality,8.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175251.1,1322,37.44,91.23,Low-quality,7.64,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175244.1,1053,32.29,90.88,Low-quality,6.17,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175243.1,1009,31.81,94.25,Low-quality,5.92,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC175252.1,1025,33.66,87.22,Low-quality,6.01,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
