contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
KC853042.1	3925	No	NA	1	1	0	Low-quality	Genome-fragment	20.37	AAI-based (high-confidence)	0.0	1.0	
KC853043.1	2952	No	NA	1	1	0	Low-quality	Genome-fragment	15.29	AAI-based (high-confidence)	0.0	1.0	
KC853044.1	2284	No	NA	1	1	0	Low-quality	Genome-fragment	11.91	AAI-based (high-confidence)	0.0	1.0	
KC853045.1	2032	No	NA	1	1	0	Low-quality	Genome-fragment	10.54	AAI-based (high-confidence)	0.0	1.0	
KC853046.1	1936	No	NA	1	1	0	Low-quality	Genome-fragment	10.09	AAI-based (high-confidence)	0.0	1.0	
KC853047.1	1683	No	NA	1	1	0	Low-quality	Genome-fragment	8.73	AAI-based (high-confidence)	0.0	1.0	
KC853048.1	1187	No	NA	1	1	0	Low-quality	Genome-fragment	6.19	AAI-based (high-confidence)	0.0	1.0	
KC853049.1	1176	No	NA	1	1	0	Low-quality	Genome-fragment	6.13	AAI-based (high-confidence)	0.0	1.0	
KC853050.1	1128	No	NA	2	1	0	Low-quality	Genome-fragment	5.88	AAI-based (high-confidence)	0.0	1.0	
FJ183384.1	3963	No	NA	1	1	0	Low-quality	Genome-fragment	20.53	AAI-based (high-confidence)	0.0	1.0	
FJ183385.1	3178	No	NA	1	1	0	Low-quality	Genome-fragment	16.26	AAI-based (high-confidence)	0.0	1.0	
FJ183386.1	2775	No	NA	1	1	0	Low-quality	Genome-fragment	14.38	AAI-based (high-confidence)	0.0	1.0	
FJ183387.1	1986	No	NA	1	1	0	Low-quality	Genome-fragment	10.16	AAI-based (high-confidence)	0.0	1.0	
FJ183388.1	1749	No	NA	1	1	0	Low-quality	Genome-fragment	8.95	AAI-based (high-confidence)	0.0	1.0	
FJ183389.1	1607	No	NA	1	1	0	Low-quality	Genome-fragment	8.22	AAI-based (high-confidence)	0.0	1.0	
FJ183391.1	1175	No	NA	1	1	0	Low-quality	Genome-fragment	6.01	AAI-based (high-confidence)	0.0	1.0	
FJ183390.1	1181	No	NA	1	1	0	Low-quality	Genome-fragment	6.04	AAI-based (high-confidence)	0.0	1.0	
FJ183392.1	1080	No	NA	1	1	0	Low-quality	Genome-fragment	5.53	AAI-based (high-confidence)	0.0	1.0	
JQ070376.1	3962	No	NA	1	1	0	Low-quality	Genome-fragment	20.55	AAI-based (high-confidence)	0.0	1.0	
JQ070377.1	2958	No	NA	1	1	0	Low-quality	Genome-fragment	15.25	AAI-based (high-confidence)	0.0	1.0	
JQ070378.1	2773	No	NA	1	1	0	Low-quality	Genome-fragment	14.38	AAI-based (high-confidence)	0.0	1.0	
JQ070379.1	1984	No	NA	1	1	0	Low-quality	Genome-fragment	10.31	AAI-based (high-confidence)	0.0	1.0	
JQ070380.1	1763	No	NA	1	1	0	Low-quality	Genome-fragment	9.09	AAI-based (high-confidence)	0.0	1.0	
JQ070381.1	1658	No	NA	1	1	0	Low-quality	Genome-fragment	8.63	AAI-based (high-confidence)	0.0	1.0	
JQ070382.1	1175	No	NA	2	1	0	Low-quality	Genome-fragment	6.11	AAI-based (high-confidence)	0.0	1.0	
JQ070383.1	1128	No	NA	1	1	0	Low-quality	Genome-fragment	5.82	AAI-based (high-confidence)	0.0	1.0	
JQ070384.1	1047	No	NA	1	1	0	Low-quality	Genome-fragment	5.4	AAI-based (high-confidence)	0.0	1.0	
JQ610665.1	3936	No	NA	1	1	0	Low-quality	Genome-fragment	20.41	AAI-based (high-confidence)	0.0	1.0	
JQ610666.1	3017	No	NA	1	1	0	Low-quality	Genome-fragment	15.63	AAI-based (high-confidence)	0.0	1.0	
JQ610667.1	2976	No	NA	1	1	0	Low-quality	Genome-fragment	15.39	AAI-based (high-confidence)	0.0	1.0	
JQ610668.1	1971	No	NA	1	1	0	Low-quality	Genome-fragment	10.26	AAI-based (high-confidence)	0.0	1.0	
JQ610669.1	1736	No	NA	1	1	0	Low-quality	Genome-fragment	8.98	AAI-based (high-confidence)	0.0	1.0	
JQ610670.1	1601	No	NA	1	1	0	Low-quality	Genome-fragment	8.34	AAI-based (high-confidence)	0.0	1.0	
JQ610671.1	1166	No	NA	1	1	0	Low-quality	Genome-fragment	5.97	AAI-based (high-confidence)	0.0	1.0	
JQ610672.1	1108	No	NA	1	1	0	Low-quality	Genome-fragment	5.73	AAI-based (high-confidence)	0.0	1.0	
JQ610675.1	3942	No	NA	1	1	0	Low-quality	Genome-fragment	20.43	AAI-based (high-confidence)	0.0	1.0	
JQ610676.1	2933	No	NA	1	1	0	Low-quality	Genome-fragment	15.45	AAI-based (high-confidence)	0.0	1.0	
JQ610677.1	2781	No	NA	1	1	0	Low-quality	Genome-fragment	14.41	AAI-based (high-confidence)	0.0	1.0	
JQ610678.1	1957	No	NA	1	1	0	Low-quality	Genome-fragment	10.02	AAI-based (high-confidence)	0.0	1.0	
JQ610679.1	1735	No	NA	1	1	0	Low-quality	Genome-fragment	9.14	AAI-based (high-confidence)	0.0	1.0	
JQ610680.1	1605	No	NA	1	1	0	Low-quality	Genome-fragment	8.4	AAI-based (high-confidence)	0.0	1.0	
JQ610681.1	1166	No	NA	1	1	0	Low-quality	Genome-fragment	5.99	AAI-based (high-confidence)	0.0	1.0	
JQ610682.1	1089	No	NA	1	1	0	Low-quality	Genome-fragment	5.74	AAI-based (high-confidence)	0.0	1.0	
KJ495755.1	3964	No	NA	1	1	0	Low-quality	Genome-fragment	20.55	AAI-based (high-confidence)	0.0	1.0	
KJ495756.1	2992	No	NA	1	1	0	Low-quality	Genome-fragment	15.33	AAI-based (high-confidence)	0.0	1.0	
KJ495757.1	2845	No	NA	1	1	0	Low-quality	Genome-fragment	14.75	AAI-based (high-confidence)	0.0	1.0	
KJ495758.1	1965	No	NA	1	1	0	Low-quality	Genome-fragment	10.19	AAI-based (high-confidence)	0.0	1.0	
KJ495759.1	1771	No	NA	1	1	0	Low-quality	Genome-fragment	9.07	AAI-based (high-confidence)	0.0	1.0	
KJ495760.1	1652	No	NA	1	1	0	Low-quality	Genome-fragment	8.53	AAI-based (high-confidence)	0.0	1.0	
KJ495762.1	1185	No	NA	1	1	0	Low-quality	Genome-fragment	6.07	AAI-based (high-confidence)	0.0	1.0	
KJ495761.1	1165	No	NA	1	1	0	Low-quality	Genome-fragment	6.06	AAI-based (high-confidence)	0.0	1.0	
KJ495763.1	1051	No	NA	1	1	0	Low-quality	Genome-fragment	5.38	AAI-based (high-confidence)	0.0	1.0	
U56992.1	1236	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
KC588376.1	3944	No	NA	1	1	0	Low-quality	Genome-fragment	16.65	AAI-based (high-confidence)	0.0	1.0	
KC588378.1	3689	No	NA	1	1	0	Low-quality	Genome-fragment	15.56	AAI-based (high-confidence)	0.0	1.0	
KC588379.1	2240	No	NA	1	1	0	Low-quality	Genome-fragment	9.45	AAI-based (high-confidence)	0.0	1.0	
KC588380.1	2050	No	NA	1	1	0	Low-quality	Genome-fragment	8.65	AAI-based (high-confidence)	0.0	1.0	
KC588381.1	1367	No	NA	2	1	0	Low-quality	Genome-fragment	5.74	AAI-based (medium-confidence)	0.0	1.0	
KC588382.1	1315	No	NA	1	1	0	Low-quality	Genome-fragment	5.55	AAI-based (high-confidence)	0.0	1.0	
KC588383.1	1122	No	NA	1	1	0	Low-quality	Genome-fragment	4.73	AAI-based (medium-confidence)	0.0	1.0	
HM989930.1	3947	No	NA	1	1	0	Low-quality	Genome-fragment	16.63	AAI-based (high-confidence)	0.0	1.0	
HM989931.1	3866	No	NA	1	1	0	Low-quality	Genome-fragment	16.3	AAI-based (high-confidence)	0.0	1.0	
HM989932.1	3687	No	NA	1	1	0	Low-quality	Genome-fragment	15.54	AAI-based (high-confidence)	0.0	1.0	
HM989933.1	2640	No	NA	1	0	0	Low-quality	Genome-fragment	11.09	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
HM989934.1	2241	No	NA	1	1	0	Low-quality	Genome-fragment	9.44	AAI-based (high-confidence)	0.0	1.0	
HM989935.1	2057	No	NA	1	1	0	Low-quality	Genome-fragment	8.67	AAI-based (high-confidence)	0.0	1.0	
HM989936.1	1399	No	NA	2	1	0	Low-quality	Genome-fragment	5.79	AAI-based (high-confidence)	0.0	1.0	
HM989937.1	1317	No	NA	1	1	0	Low-quality	Genome-fragment	5.55	AAI-based (high-confidence)	0.0	1.0	
HM989938.1	1118	No	NA	1	1	0	Low-quality	Genome-fragment	4.71	AAI-based (high-confidence)	0.0	1.0	
EU486988.1	3768	No	NA	1	1	0	Low-quality	Genome-fragment	14.62	AAI-based (medium-confidence)	0.0	1.0	
EU486989.1	3690	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
EU486990.1	3290	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
EU201039.1	2214	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
EU201040.1	1946	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
EU201041.1	1702	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
EU201042.1	1235	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
EU201043.1	1171	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AB011027.1	1761	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AB011024.1	1944	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AB011025.1	1874	No	NA	1	0	0	Low-quality	Genome-fragment	6.4	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
AB011026.1	1893	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
DQ902580.1	3213	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
JF342666.1	3896	No	NA	1	1	0	Low-quality	Genome-fragment	16.6	AAI-based (high-confidence)	0.0	1.0	
JF342669.1	2295	No	NA	1	1	0	Low-quality	Genome-fragment	9.77	AAI-based (high-confidence)	0.0	1.0	
JF342670.1	2145	No	NA	1	1	0	Low-quality	Genome-fragment	9.14	AAI-based (high-confidence)	0.0	1.0	
JF342671.1	1984	No	NA	1	0	0	Low-quality	Genome-fragment	8.45	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
AY357730.1	1600	No	NA	3	0	0	Low-quality	Genome-fragment	6.82	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
AY357731.1	1322	No	NA	1	1	0	Low-quality	Genome-fragment	5.64	AAI-based (high-confidence)	0.0	1.0	
AY357732.1	1192	No	NA	1	1	0	Low-quality	Genome-fragment	5.09	AAI-based (high-confidence)	0.0	1.0	
AY357733.1	1185	No	NA	1	0	0	Low-quality	Genome-fragment	5.05	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
JF342667.1	3832	No	NA	1	1	0	Low-quality	Genome-fragment	16.35	AAI-based (high-confidence)	0.0	1.0	
JF342668.1	3954	No	NA	1	1	0	Low-quality	Genome-fragment	16.89	AAI-based (high-confidence)	0.0	1.0	
KC795565.1	3911	No	NA	1	1	0	Low-quality	Genome-fragment	16.71	AAI-based (high-confidence)	0.0	1.0	
KC795568.1	2383	No	NA	1	1	0	Low-quality	Genome-fragment	10.18	AAI-based (high-confidence)	0.0	1.0	
KC795569.1	2179	No	NA	1	1	0	Low-quality	Genome-fragment	9.31	AAI-based (high-confidence)	0.0	1.0	
KC795570.1	2403	No	NA	1	0	0	Low-quality	Genome-fragment	10.27	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
KC795571.1	1081	No	NA	1	0	0	Low-quality	Genome-fragment	4.62	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
KC795572.1	1329	No	NA	1	1	0	Low-quality	Genome-fragment	5.68	AAI-based (high-confidence)	0.0	1.0	
KC795573.1	1141	No	NA	1	1	0	Low-quality	Genome-fragment	4.87	AAI-based (high-confidence)	0.0	1.0	
KC795574.1	1040	No	NA	1	0	0	Low-quality	Genome-fragment	4.44	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
KC795566.1	3934	No	NA	1	1	0	Low-quality	Genome-fragment	16.81	AAI-based (high-confidence)	0.0	1.0	
KC795567.1	3916	No	NA	1	1	0	Low-quality	Genome-fragment	16.73	AAI-based (high-confidence)	0.0	1.0	
AF014792.1	3603	No	NA	1	1	0	Low-quality	Genome-fragment	12.61	AAI-based (medium-confidence)	0.0	1.0	
AF014793.1	3741	No	NA	1	1	0	Low-quality	Genome-fragment	12.31	AAI-based (medium-confidence)	0.0	1.0	
DQ237904.1	1248	No	NA	1	1	0	Low-quality	Genome-fragment	9.59	HMM-based (lower-bound)	0.0	1.0	
M63194.1	6550	No	NA	1	1	0	Medium-quality	Genome-fragment	54.66	AAI-based (high-confidence)	0.0	1.0	low-confidence ITR
M29979.1	3682	No	NA	1	1	0	Low-quality	Genome-fragment	31.11	AAI-based (high-confidence)	0.0	1.0	low-confidence ITR
M32750.1	1784	No	NA	1	1	0	Low-quality	Genome-fragment	15.06	AAI-based (high-confidence)	0.0	1.0	low-confidence ITR
U03982.1	9100	No	NA	4	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.04	
AF075259.1	11385	No	NA	3	3	0	High-quality	High-quality	98.6	AAI-based (high-confidence)	0.0	1.0	
AF075251.1	11395	No	NA	3	3	0	High-quality	High-quality	98.7	AAI-based (high-confidence)	0.0	1.0	
AF075253.1	11391	No	NA	3	3	0	High-quality	High-quality	98.66	AAI-based (high-confidence)	0.0	1.0	
AF075256.1	11344	No	NA	3	3	0	High-quality	High-quality	98.24	AAI-based (high-confidence)	0.0	1.0	
AF075258.1	11494	No	NA	3	3	0	High-quality	High-quality	99.53	AAI-based (high-confidence)	0.0	1.0	
AF075254.1	11530	No	NA	3	3	0	High-quality	High-quality	99.85	AAI-based (high-confidence)	0.0	1.0	
AF252265.1	1005	No	NA	1	1	0	Low-quality	Genome-fragment	8.45	HMM-based (lower-bound)	0.0	1.0	
AY100482.1	4766	No	NA	4	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
DQ011234.1	4764	No	NA	4	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
AY370535.1	2088	No	NA	2	2	0	Low-quality	Genome-fragment	44.35	AAI-based (high-confidence)	0.0	1.0	
AY500882.1	1231	No	NA	1	1	0	Low-quality	Genome-fragment	27.03	AAI-based (medium-confidence)	0.0	1.0	
JN700748.1	4772	No	NA	5	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
AY500881.1	1238	No	NA	1	1	0	Low-quality	Genome-fragment	25.96	AAI-based (high-confidence)	0.0	1.0	
AY500886.1	1194	No	NA	1	1	0	Low-quality	Genome-fragment	26.4	AAI-based (medium-confidence)	0.0	1.0	
AY007231.1	2159	No	NA	2	2	0	Medium-quality	Genome-fragment	51.76	AAI-based (high-confidence)	0.0	1.0	
HM015221.1	6558	No	NA	1	1	0	Medium-quality	Genome-fragment	54.72	AAI-based (high-confidence)	0.0	1.0	
HM015219.1	3647	No	NA	1	1	0	Low-quality	Genome-fragment	30.82	AAI-based (high-confidence)	0.0	1.0	
HM015223.1	1830	No	NA	1	1	0	Low-quality	Genome-fragment	15.44	AAI-based (high-confidence)	0.0	1.0	
KC610514.1	4590	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
HQ158596.1	4587	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
JN997473.1	4619	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
HQ607520.1	4944	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
M64479.1	1245	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
HQ871931.2	5904	No	NA	4	3	0	High-quality	High-quality	99.87	AAI-based (high-confidence)	0.0	1.0	
HQ888865.2	5910	No	NA	4	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
U31286.1	4275	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
AB040446.1	4210	No	NA	2	2	0	High-quality	High-quality	99.95	AAI-based (high-confidence)	0.0	1.0	
AF055887.1	4136	No	NA	3	2	0	High-quality	High-quality	99.72	AAI-based (high-confidence)	0.0	1.0	
AY177608.2	4035	No	NA	4	3	0	High-quality	High-quality	98.75	AAI-based (high-confidence)	0.0	1.0	
M25782.1	1058	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AY137775.1	1415	No	NA	2	2	0	Low-quality	Genome-fragment	22.13	AAI-based (high-confidence)	0.0	1.0	
L37902.1	6562	No	NA	2	1	0	Medium-quality	Genome-fragment	54.73	AAI-based (high-confidence)	0.0	1.0	
L37903.1	3696	No	NA	1	1	0	Low-quality	Genome-fragment	31.19	AAI-based (high-confidence)	0.0	1.0	
L37904.1	2060	No	NA	1	1	0	Low-quality	Genome-fragment	17.37	AAI-based (high-confidence)	0.0	1.0	
JX465403.1	3630	No	NA	2	1	0	Low-quality	Genome-fragment	30.91	AAI-based (high-confidence)	0.0	1.0	
JX465423.1	1686	No	NA	1	1	0	Low-quality	Genome-fragment	14.34	AAI-based (high-confidence)	0.0	1.0	
KP710232.1	6904	No	NA	1	1	0	Low-quality	Genome-fragment	48.9	AAI-based (high-confidence)	0.0	1.0	
KP710240.1	5449	No	NA	1	0	0	Low-quality	Genome-fragment	38.6	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
KP710243.1	1745	No	NA	2	0	0	Low-quality	Genome-fragment	12.36	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
KP406723.1	11980	No	NA	1	1	0	Medium-quality	Genome-fragment	65.1	AAI-based (high-confidence)	0.0	1.0	
KP406724.1	4575	No	NA	1	1	0	Low-quality	Genome-fragment	25.1	AAI-based (high-confidence)	0.0	1.0	
KP406725.1	1677	No	NA	1	1	0	Low-quality	Genome-fragment	9.0	AAI-based (high-confidence)	0.0	1.0	
KR537450.1	11734	No	NA	1	1	0	Medium-quality	Genome-fragment	65.16	AAI-based (high-confidence)	0.0	1.0	
KR537451.1	4024	No	NA	2	1	0	Low-quality	Genome-fragment	22.35	AAI-based (high-confidence)	0.0	1.0	
KR537452.1	2286	No	NA	2	1	0	Low-quality	Genome-fragment	12.69	AAI-based (high-confidence)	0.0	1.0	
JQ659256.1	7428	No	NA	1	1	0	Medium-quality	Genome-fragment	65.04	AAI-based (high-confidence)	0.0	1.0	
JQ659257.1	2684	No	NA	2	1	0	Low-quality	Genome-fragment	23.52	AAI-based (high-confidence)	0.0	1.0	
JQ659258.1	1090	No	NA	1	1	0	Low-quality	Genome-fragment	9.56	AAI-based (high-confidence)	0.0	1.0	
KM272186.1	6925	No	NA	1	1	0	Medium-quality	Genome-fragment	55.55	AAI-based (high-confidence)	0.0	1.0	
KM272187.1	5088	No	NA	1	1	0	Low-quality	Genome-fragment	38.93	AAI-based (high-confidence)	0.0	1.0	
KM272188.1	1153	No	NA	1	1	0	Low-quality	Genome-fragment	8.86	AAI-based (high-confidence)	0.0	1.0	
KP792672.1	6793	No	NA	1	1	0	Medium-quality	Genome-fragment	54.87	AAI-based (high-confidence)	0.0	1.0	
KP792671.1	4324	No	NA	1	1	0	Low-quality	Genome-fragment	36.07	AAI-based (high-confidence)	0.0	1.0	
FJ660420.1	1022	No	NA	1	1	0	Low-quality	Genome-fragment	8.37	AAI-based (high-confidence)	0.0	1.0	
KP792657.1	6830	No	NA	1	1	0	Medium-quality	Genome-fragment	55.15	AAI-based (high-confidence)	0.0	1.0	
KP792656.1	4423	No	NA	1	1	0	Low-quality	Genome-fragment	35.39	AAI-based (high-confidence)	0.0	1.0	
U12396.1	6980	No	NA	1	1	0	Medium-quality	Genome-fragment	56.35	AAI-based (high-confidence)	0.0	1.0	
D10370.1	4526	No	NA	1	1	0	Low-quality	Genome-fragment	36.45	AAI-based (high-confidence)	0.0	1.0	
KP792660.1	6797	No	NA	1	1	0	Medium-quality	Genome-fragment	54.9	AAI-based (high-confidence)	0.0	1.0	
KP792659.1	4420	No	NA	1	1	0	Low-quality	Genome-fragment	35.37	AAI-based (high-confidence)	0.0	1.0	
KM272174.1	6945	No	NA	1	1	0	Medium-quality	Genome-fragment	55.71	AAI-based (high-confidence)	0.0	1.0	
KM272175.1	5002	No	NA	1	1	0	Low-quality	Genome-fragment	38.37	AAI-based (high-confidence)	0.0	1.0	
KP792663.1	6853	No	NA	1	1	0	Medium-quality	Genome-fragment	55.29	AAI-based (high-confidence)	0.0	1.0	
KP792662.1	4411	No	NA	1	1	0	Low-quality	Genome-fragment	35.29	AAI-based (high-confidence)	0.0	1.0	
KP792666.1	6861	No	NA	1	1	0	Medium-quality	Genome-fragment	55.43	AAI-based (high-confidence)	0.0	1.0	
KP792665.1	4412	No	NA	1	1	0	Low-quality	Genome-fragment	35.3	AAI-based (high-confidence)	0.0	1.0	
KR260738.1	6910	No	NA	1	1	0	Medium-quality	Genome-fragment	55.7	AAI-based (high-confidence)	0.0	1.0	
KR260739.1	4594	No	NA	1	1	0	Low-quality	Genome-fragment	38.51	AAI-based (high-confidence)	0.0	1.0	
KP792669.1	6905	No	NA	1	1	0	Medium-quality	Genome-fragment	55.58	AAI-based (high-confidence)	0.0	1.0	
KP792668.1	3415	No	NA	1	1	0	Low-quality	Genome-fragment	30.43	AAI-based (high-confidence)	0.0	1.0	
MF102281.1	12426	No	NA	6	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KY659604.1	9932	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
HQ402596.1	3006	No	NA	2	2	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
DQ310701.1	14531	No	NA	1	1	0	Medium-quality	Genome-fragment	51.04	AAI-based (high-confidence)	0.0	1.0	
X52506.1	4837	No	NA	1	0	0	Low-quality	Genome-fragment	16.99	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
L16239.1	3671	No	NA	1	1	0	Low-quality	Genome-fragment	37.99	AAI-based (high-confidence)	0.0	1.02	
EF152346.1	2574	No	NA	1	1	0	Low-quality	Genome-fragment	21.99	AAI-based (medium-confidence)	0.0	1.0	
FJ861696.1	1229	No	NA	1	1	0	Low-quality	Genome-fragment	0.92	HMM-based (lower-bound)	0.0	1.0	
FJ861697.1	2338	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
AF062037.1	2482	No	NA	2	1	0	Low-quality	Genome-fragment	41.84	HMM-based (lower-bound)	0.0	1.0	
AF282930.1	3858	No	NA	1	1	0	Medium-quality	Genome-fragment	81.28	AAI-based (medium-confidence)	0.0	1.0	
X80480.1	3333	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	2.47	no viral genes detected; high kmer_freq may indicate large duplication
X80481.1	3812	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
X82046.1	1240	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
X82047.1	1318	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
X82048.1	1652	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
X82049.1	4230	No	NA	2	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
AJ749657.1	3291	No	NA	3	2	0	Low-quality	Genome-fragment	30.81	AAI-based (high-confidence)	0.0	1.0	
AJ749658.1	1507	No	NA	1	1	0	Low-quality	Genome-fragment	14.11	AAI-based (high-confidence)	0.0	1.0	
L20893.1	4450	No	NA	4	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KJ434185.1	4457	No	NA	1	1	0	Low-quality	Genome-fragment	41.58	AAI-based (medium-confidence)	0.0	1.0	
KJ434186.1	2533	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
KJ434187.1	2667	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
GQ849007.1	15192	No	NA	9	6	0	High-quality	High-quality	99.06	AAI-based (high-confidence)	0.0	1.0	
AF009569.1	1781	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
L54073.1	3620	No	NA	3	0	0	Low-quality	Genome-fragment	21.36	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
AF004658.1	2282	No	NA	3	1	0	Low-quality	Genome-fragment	13.47	AAI-based (high-confidence)	0.0	1.0	
L07940.1	2299	No	NA	3	1	0	Low-quality	Genome-fragment	13.57	AAI-based (high-confidence)	0.0	1.0	
AF004657.1	1984	No	NA	2	0	0	Low-quality	Genome-fragment	11.65	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
L14952.1	1991	No	NA	2	0	0	Low-quality	Genome-fragment	11.69	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
M22820.1	4901	No	NA	2	2	0	Complete	High-quality	100.0	DTR (medium-confidence)	0.0	1.13	
J02413.1	1800	No	NA	3	3	0	Low-quality	Genome-fragment	27.68	AAI-based (high-confidence)	0.0	1.0	
U47034.1	4683	No	NA	2	2	0	Medium-quality	Genome-fragment	72.53	AAI-based (high-confidence)	0.0	1.0	
AY312434.1	3469	No	NA	2	0	0	Low-quality	Genome-fragment	20.35	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
AY312435.1	2337	No	NA	2	1	0	Low-quality	Genome-fragment	13.72	AAI-based (high-confidence)	0.0	1.0	
AY312436.1	1831	No	NA	2	0	0	Low-quality	Genome-fragment	10.74	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
U53224.1	3337	No	NA	2	0	0	Low-quality	Genome-fragment	19.55	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
M57426.1	2357	No	NA	2	1	0	Low-quality	Genome-fragment	13.8	AAI-based (high-confidence)	0.0	1.0	
S40180.1	2227	No	NA	4	0	0	Low-quality	Genome-fragment	13.04	AAI-based (high-confidence)	0.0	1.02	no viral genes detected
S58504.1	1317	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
KF812525.1	6552	No	NA	6	2	0	Medium-quality	Genome-fragment	52.2	AAI-based (high-confidence)	0.0	1.01	
KF812526.1	5945	No	NA	1	1	0	Low-quality	Genome-fragment	47.68	AAI-based (high-confidence)	0.0	1.0	
U82447.1	2271	No	NA	2	1	0	Low-quality	Genome-fragment	13.34	AAI-based (high-confidence)	0.0	1.0	
U82446.1	1860	No	NA	2	0	0	Low-quality	Genome-fragment	10.92	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
FJ028650.2	3478	No	NA	1	1	0	Low-quality	Genome-fragment	36.04	AAI-based (medium-confidence)	0.0	1.0	
EU881936.2	5870	No	NA	1	1	0	Medium-quality	Genome-fragment	60.83	AAI-based (high-confidence)	0.0	1.0	
EU881937.2	3294	No	NA	1	1	0	Low-quality	Genome-fragment	34.75	AAI-based (high-confidence)	0.0	1.0	
AB084452.1	5836	No	NA	1	1	0	Medium-quality	Genome-fragment	61.85	AAI-based (high-confidence)	0.0	1.0	
AB084453.1	3372	No	NA	1	1	0	Low-quality	Genome-fragment	36.19	AAI-based (high-confidence)	0.0	1.0	
